rating_band,chart_id,record_count,player_count,best50_count,best50_user_count,band_user_count,user_count,profile_count,total_users_in_band,best50_rate,avg_achievement,median_achievement,sss_rate,sss_plus_rate,sssplus_rate,avg_chart_rating,max_chart_rating,title,difficulty,level,internal_level,chart_type,category,is_new,best50_section
14000-14499,Lividi__std__expert,1,1,1,1,7,7,7,7,0.1429,100.4657,100.4657,1.0,0.0,0.0,286.0,286,Lividi,expert,13,13.2,std,maimai,False,old
14000-14499,ナイト・オブ・ナイツ (Cranky Remix)__dx__master,1,1,1,1,7,7,7,7,0.1429,100.4655,100.4655,1.0,0.0,0.0,286.0,286,ナイト・オブ・ナイツ (Cranky Remix),master,13,13.2,dx,東方Project,False,old
14000-14499,ハオ__dx__master,1,1,1,1,7,7,7,7,0.1429,100.4792,100.4792,1.0,0.0,0.0,286.0,286,ハオ,master,13,13.2,dx,niconico＆ボーカロイド,False,new
14000-14499,ラブって♡ジュエリー♪えんじぇる☆ブレイク！！__std__master,1,1,1,1,7,7,7,7,0.1429,100.3704,100.3704,1.0,0.0,0.0,286.0,286,ラブって♡ジュエリー♪えんじぇる☆ブレイク！！,master,13,13.2,std,POPS＆アニメ,False,old
14000-14499,康莊大道__dx__expert,1,1,1,1,7,7,7,7,0.1429,100.365,100.365,1.0,0.0,0.0,286.0,286,康莊大道,expert,13,13.2,dx,maimai,False,old
14000-14499,ViRTUS__dx__expert,1,1,1,1,7,7,7,7,0.1429,100.1399,100.1399,1.0,0.0,0.0,285.0,285,ViRTUS,expert,13,13.2,dx,maimai,False,old
14000-14499,エイプリルスター__dx__master,1,1,1,1,7,7,7,7,0.1429,100.1872,100.1872,1.0,0.0,0.0,285.0,285,エイプリルスター,master,13,13.2,dx,niconico＆ボーカロイド,False,old
14000-14499,ゼロトーキング__dx__master,1,1,1,1,7,7,7,7,0.1429,100.1934,100.1934,1.0,0.0,0.0,285.0,285,ゼロトーキング,master,13,13.2,dx,niconico＆ボーカロイド,False,new
14000-14499,マーシャル・マキシマイザー__dx__master,1,1,1,1,7,7,7,7,0.1429,100.2411,100.2411,1.0,0.0,0.0,285.0,285,マーシャル・マキシマイザー,master,13,13.2,dx,niconico＆ボーカロイド,False,old
14000-14499,Kairos__dx__master,1,1,1,1,7,7,7,7,0.1429,99.9591,99.9591,0.0,0.0,0.0,284.0,284,Kairos,master,13,13.5,dx,maimai,False,old
14000-14499,Knight Rider__dx__master,1,1,1,1,7,7,7,7,0.1429,99.1053,99.1053,0.0,0.0,0.0,284.0,284,Knight Rider,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
14000-14499,しゅ～しん？変身☆ハカイシンzzZ__dx__master,1,1,1,1,7,7,7,7,0.1429,99.2855,99.2855,0.0,0.0,0.0,284.0,284,しゅ～しん？変身☆ハカイシンzzZ,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
14000-14499,エゴロック__dx__master,1,1,1,1,7,7,7,7,0.1429,99.0152,99.0152,0.0,0.0,0.0,284.0,284,エゴロック,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
14000-14499,エンジェル ドリーム__dx__master,1,1,1,1,7,7,7,7,0.1429,99.4867,99.4867,0.0,0.0,0.0,283.0,283,エンジェル ドリーム,master,13+,13.6,dx,ゲーム＆バラエティ,False,new
14000-14499,ホシシズク__dx__master,1,1,1,1,7,7,7,7,0.1429,100.2038,100.2038,1.0,0.0,0.0,283.0,283,ホシシズク,master,13,13.1,dx,maimai,False,old
14000-14499,Retribution ～ Cycle of Redemption ～__dx__expert,1,1,1,1,7,7,7,7,0.1429,100.1201,100.1201,1.0,0.0,0.0,281.0,281,Retribution ～ Cycle of Redemption ～,expert,13,13.0,dx,ゲーム＆バラエティ,False,new
14000-14499,お呪い__dx__master,1,1,1,1,7,7,7,7,0.1429,100.222,100.222,1.0,0.0,0.0,281.0,281,お呪い,master,13,13.0,dx,niconico＆ボーカロイド,False,new
14000-14499,オーバーライド__dx__master,1,1,1,1,7,7,7,7,0.1429,99.5686,99.5686,0.0,0.0,0.0,281.0,281,オーバーライド,master,13,13.4,dx,niconico＆ボーカロイド,False,old
14000-14499,ドクハク__std__master,1,1,1,1,7,7,7,7,0.1429,99.6138,99.6138,0.0,0.0,0.0,281.0,281,ドクハク,master,13,13.4,std,niconico＆ボーカロイド,False,old
14000-14499,World's end loneliness__dx__expert,1,1,1,1,7,7,7,7,0.1429,100.05,100.05,1.0,0.0,0.0,280.0,280,World's end loneliness,expert,13,13.0,dx,maimai,False,old
14000-14499,どんぐりGAME__dx__master,1,1,1,1,7,7,7,7,0.1429,99.2655,99.2655,0.0,0.0,0.0,280.0,280,どんぐりGAME,master,13+,13.6,dx,POPS＆アニメ,False,new
14000-14499,のだ__dx__master,1,1,1,1,7,7,7,7,0.1429,99.982,99.982,0.0,0.0,0.0,280.0,280,のだ,master,13,13.3,dx,niconico＆ボーカロイド,False,new
14000-14499,新人類__dx__master,1,1,1,1,7,7,7,7,0.1429,99.1179,99.1179,0.0,0.0,0.0,280.0,280,新人類,master,13+,13.6,dx,niconico＆ボーカロイド,False,old
14000-14499,Tell Your World__std__remaster,1,1,1,1,7,7,7,7,0.1429,99.8681,99.8681,0.0,0.0,0.0,278.0,278,Tell Your World,remaster,13,13.2,std,niconico＆ボーカロイド,False,old
14000-14499,シスターシスター__dx__master,1,1,1,1,7,7,7,7,0.1429,99.8313,99.8313,0.0,0.0,0.0,278.0,278,シスターシスター,master,13,13.2,dx,maimai,False,old
14000-14499,リモコン__dx__master,1,1,1,1,7,7,7,7,0.1429,99.9916,99.9916,0.0,0.0,0.0,278.0,278,リモコン,master,13,13.2,dx,niconico＆ボーカロイド,False,old
14000-14499,うい麦畑でつかまえて__dx__master,1,1,1,1,7,7,7,7,0.1429,99.6964,99.6964,0.0,0.0,0.0,277.0,277,うい麦畑でつかまえて,master,13,13.2,dx,POPS＆アニメ,False,new
14000-14499,Last Kingdom__dx__master,1,1,1,1,7,7,7,7,0.1429,98.1881,98.1881,0.0,0.0,0.0,275.0,275,Last Kingdom,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,old
14000-14499,ライアーダンサー__dx__master,1,1,1,1,7,7,7,7,0.1429,99.5503,99.5503,0.0,0.0,0.0,275.0,275,ライアーダンサー,master,13,13.1,dx,niconico＆ボーカロイド,False,old
14000-14499,Rush-Hour__dx__master,1,1,1,1,7,7,7,7,0.1429,98.0528,98.0528,0.0,0.0,0.0,274.0,274,Rush-Hour,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
14500-14999,ENERGY SYNERGY MATRIX__std__expert,12,12,12,12,15,15,15,15,0.8,100.6596,100.6552,1.0,1.0,1.0,292.0,292,ENERGY SYNERGY MATRIX,expert,13,13.0,std,ゲーム＆バラエティ,False,old
14500-14999,サイエンス__dx__master,12,12,12,12,15,15,15,15,0.8,100.5864,100.5962,1.0,0.9167,0.9167,291.0833,292,サイエンス,master,13,13.0,dx,niconico＆ボーカロイド,False,new
14500-14999,The wheel to the right__std__expert,10,10,10,10,15,15,15,15,0.6667,100.5796,100.5898,1.0,0.9,0.9,297.9,299,The wheel to the right,expert,13,13.3,std,オンゲキ＆CHUNITHM,False,old
14500-14999,きゅうくらりん__dx__master,10,10,10,10,15,15,15,15,0.6667,100.4015,100.3888,0.9,0.4,0.4,300.0,308,きゅうくらりん,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
14500-14999,Customized Justice__dx__expert,9,9,9,9,15,15,15,15,0.6,100.6232,100.6042,1.0,1.0,1.0,292.0,292,Customized Justice,expert,13,13.0,dx,maimai,False,new
14500-14999,氷滅の135小節__dx__expert,9,9,9,9,15,15,15,15,0.6,100.4216,100.5211,1.0,0.5556,0.5556,295.8889,301,氷滅の135小節,expert,13,13.4,dx,maimai,False,old
14500-14999,フォニイ__dx__remaster,9,9,9,9,15,15,15,15,0.6,100.4281,100.5126,1.0,0.5556,0.5556,293.8889,299,フォニイ,remaster,13,13.3,dx,niconico＆ボーカロイド,False,old
14500-14999,ウミユリ海底譚__std__master,8,8,8,8,15,15,15,15,0.5333,100.6488,100.616,1.0,1.0,1.0,301.0,301,ウミユリ海底譚,master,13,13.4,std,niconico＆ボーカロイド,False,old
14500-14999,ワールドワイドワンダー__dx__master,8,8,8,8,15,15,15,15,0.5333,100.6551,100.6596,1.0,1.0,1.0,292.0,292,ワールドワイドワンダー,master,13,13.0,dx,niconico＆ボーカロイド,False,old
14500-14999,あいたい星人__dx__master,8,8,8,8,15,15,15,15,0.5333,100.629,100.66,1.0,0.875,0.875,295.625,297,あいたい星人,master,13,13.2,dx,niconico＆ボーカロイド,False,new
14500-14999,テトリス__dx__remaster,8,8,8,8,15,15,15,15,0.5333,100.1251,100.2796,0.75,0.125,0.125,294.875,308,テトリス,remaster,13+,13.7,dx,niconico＆ボーカロイド,False,new
14500-14999,World's end loneliness__dx__expert,7,7,7,7,15,15,15,15,0.4667,100.5894,100.5685,1.0,1.0,1.0,292.0,292,World's end loneliness,expert,13,13.0,dx,maimai,False,old
14500-14999,バカ通信__dx__master,7,7,7,7,15,15,15,15,0.4667,100.376,100.5296,0.8571,0.5714,0.5714,299.7143,306,バカ通信,master,13+,13.6,dx,niconico＆ボーカロイド,False,old
14500-14999,雨露霜雪__dx__expert,7,7,7,7,15,15,15,15,0.4667,100.4038,100.5181,1.0,0.5714,0.5714,298.0,303,雨露霜雪,expert,13,13.5,dx,maimai,False,old
14500-14999,オーバーライド__dx__master,7,7,7,7,15,15,15,15,0.4667,100.4241,100.4546,1.0,0.2857,0.2857,293.1429,301,オーバーライド,master,13,13.4,dx,niconico＆ボーカロイド,False,old
14500-14999,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,7,7,7,7,15,15,15,15,0.4667,100.2522,100.1852,0.8571,0.1429,0.1429,296.7143,308,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
14500-14999,エゴロック__dx__master,7,7,7,7,15,15,15,15,0.4667,100.0893,100.0336,0.5714,0.1429,0.1429,296.4286,310,エゴロック,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
14500-14999,勝手に生きましょ__dx__master,6,6,6,6,15,15,15,15,0.4,100.5276,100.5205,1.0,1.0,1.0,292.0,292,勝手に生きましょ,master,13,13.0,dx,POPS＆アニメ,False,new
14500-14999,INTERNET OVERDOSE__dx__master,6,6,6,6,15,15,15,15,0.4,100.5112,100.533,1.0,0.6667,0.6667,299.5,303,INTERNET OVERDOSE,master,13,13.5,dx,POPS＆アニメ,False,old
14500-14999,raputa__dx__expert,6,6,6,6,15,15,15,15,0.4,100.4163,100.4235,1.0,0.5,0.5,302.0,308,raputa,expert,13+,13.7,dx,maimai,False,old
14500-14999,バベル__dx__master,6,6,6,6,15,15,15,15,0.4,100.3461,100.5355,0.8333,0.5,0.5,300.6667,308,バベル,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
14500-14999,スカーレット警察のゲットーパトロール24時__dx__master,6,6,6,6,15,15,15,15,0.4,100.4155,100.4235,0.8333,0.3333,0.3333,294.3333,303,スカーレット警察のゲットーパトロール24時,master,13,13.5,dx,東方Project,False,old
14500-14999,Xaleid◆scopiX__dx__expert,6,6,6,6,15,15,15,15,0.4,100.0504,100.105,0.6667,0.0,0.0,293.0,296,Xaleid◆scopiX,expert,13+,13.7,dx,maimai,False,new
14500-14999,ケロ⑨destiny__dx__master,5,5,5,5,15,15,15,15,0.3333,100.6786,100.677,1.0,1.0,1.0,301.0,301,ケロ⑨destiny,master,13,13.4,dx,東方Project,False,old
14500-14999,Λzure Vixen__dx__expert,5,5,5,5,15,15,15,15,0.3333,100.5838,100.5745,1.0,1.0,1.0,297.0,297,Λzure Vixen,expert,13,13.2,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,Love's Theme of BADASS ～バッド・アス 愛のテーマ～__dx__expert,5,5,5,5,15,15,15,15,0.3333,100.6679,100.6324,1.0,1.0,1.0,292.0,292,Love's Theme of BADASS ～バッド・アス 愛のテーマ～,expert,13,13.0,dx,ゲーム＆バラエティ,False,old
14500-14999,てらてら__dx__master,5,5,5,5,15,15,15,15,0.3333,100.5164,100.5568,1.0,0.8,0.8,291.8,294,てらてら,master,13,13.1,dx,niconico＆ボーカロイド,False,old
14500-14999,enchanted wanderer__dx__master,5,5,5,5,15,15,15,15,0.3333,100.3603,100.4341,1.0,0.4,0.4,303.0,310,enchanted wanderer,master,13+,13.8,dx,maimai,False,old
14500-14999,ホラフキパペット__dx__master,5,5,5,5,15,15,15,15,0.3333,100.1367,100.1276,0.8,0.2,0.2,293.8,306,ホラフキパペット,master,13+,13.6,dx,POPS＆アニメ,False,new
14500-14999,ヒバナ__std__remaster,4,4,4,4,15,15,15,15,0.2667,100.6858,100.7038,1.0,1.0,1.0,297.0,297,ヒバナ,remaster,13,13.2,std,niconico＆ボーカロイド,False,old
14500-14999,Moon of Noon__std__expert,4,4,4,4,15,15,15,15,0.2667,100.6324,100.5972,1.0,1.0,1.0,294.0,294,Moon of Noon,expert,13,13.1,std,maimai,False,old
14500-14999,檄！帝国華撃団(改)__std__remaster,4,4,4,4,15,15,15,15,0.2667,100.5955,100.574,1.0,1.0,1.0,294.0,294,檄！帝国華撃団(改),remaster,13,13.1,std,ゲーム＆バラエティ,False,old
14500-14999,"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）__dx__master",4,4,4,4,15,15,15,15,0.2667,100.6334,100.631,1.0,1.0,1.0,292.0,292,"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）",master,13,13.0,dx,POPS＆アニメ,False,old
14500-14999,三日月ステップ 2023__dx__master,4,4,4,4,15,15,15,15,0.2667,100.5728,100.5448,1.0,1.0,1.0,292.0,292,三日月ステップ 2023,master,13,13.0,dx,niconico＆ボーカロイド,False,new
14500-14999,躯樹の墓守__dx__expert,4,4,4,4,15,15,15,15,0.2667,100.5587,100.5578,1.0,1.0,1.0,292.0,292,躯樹の墓守,expert,13,13.0,dx,maimai,False,old
14500-14999,タカハせ！名人マン__std__master,4,4,4,4,15,15,15,15,0.2667,100.434,100.3884,1.0,0.5,0.5,297.5,303,タカハせ！名人マン,master,13,13.5,std,maimai,False,old
14500-14999,病み垢ステロイド__dx__master,4,4,4,4,15,15,15,15,0.2667,99.9193,99.8848,0.5,0.25,0.25,297.75,312,病み垢ステロイド,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
14500-14999,Last Kingdom__dx__master,4,4,4,4,15,15,15,15,0.2667,100.0386,99.9332,0.5,0.25,0.25,297.0,310,Last Kingdom,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,IMAWANOKIWA__dx__master,4,4,4,4,15,15,15,15,0.2667,100.0957,100.0645,1.0,0.0,0.0,296.0,296,IMAWANOKIWA,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
14500-14999,Knight Rider__dx__master,4,4,4,4,15,15,15,15,0.2667,99.8489,99.9778,0.25,0.0,0.0,291.0,298,Knight Rider,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
14500-14999,命テステス__dx__master,3,3,3,3,15,15,15,15,0.2,100.6483,100.621,1.0,1.0,1.0,306.0,306,命テステス,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
14500-14999,Transcend Lights__dx__master,3,3,3,3,15,15,15,15,0.2,100.6329,100.5478,1.0,1.0,1.0,303.0,303,Transcend Lights,master,13,13.5,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,ダンスロボットダンス__std__master,3,3,3,3,15,15,15,15,0.2,100.6483,100.6525,1.0,1.0,1.0,299.0,299,ダンスロボットダンス,master,13,13.3,std,niconico＆ボーカロイド,False,old
14500-14999,World's end BLACKBOX__dx__expert,3,3,3,3,15,15,15,15,0.2,100.7047,100.7102,1.0,1.0,1.0,294.0,294,World's end BLACKBOX,expert,13,13.1,dx,maimai,False,new
14500-14999,スピカの天秤__dx__expert,3,3,3,3,15,15,15,15,0.2,100.5785,100.5486,1.0,1.0,1.0,294.0,294,スピカの天秤,expert,13,13.1,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,QZKago Requiem__std__expert,3,3,3,3,15,15,15,15,0.2,100.5331,100.5415,1.0,1.0,1.0,292.0,292,QZKago Requiem,expert,13,13.0,std,maimai,False,old
14500-14999,はじまりの未来__dx__master,3,3,3,3,15,15,15,15,0.2,100.7042,100.6288,1.0,1.0,1.0,292.0,292,はじまりの未来,master,13,13.0,dx,niconico＆ボーカロイド,False,new
14500-14999,彩りキャンバス__dx__master,3,3,3,3,15,15,15,15,0.2,100.5787,100.5757,1.0,1.0,1.0,292.0,292,彩りキャンバス,master,13,13.0,dx,ゲーム＆バラエティ,False,new
14500-14999,OMAKENO Stroke__dx__master,3,3,3,3,15,15,15,15,0.2,100.4735,100.7014,0.6667,0.6667,0.6667,303.6667,310,OMAKENO Stroke,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
14500-14999,Sunday Night feat Kanata.N__dx__master,3,3,3,3,15,15,15,15,0.2,100.5215,100.5762,1.0,0.6667,0.6667,299.3333,303,Sunday Night feat Kanata.N,master,13,13.5,dx,ゲーム＆バラエティ,False,old
14500-14999,ヴァンパイア__dx__remaster,3,3,3,3,15,15,15,15,0.2,100.5032,100.5704,1.0,0.6667,0.6667,297.3333,301,ヴァンパイア,remaster,13,13.4,dx,niconico＆ボーカロイド,False,old
14500-14999,天火明命__std__expert,3,3,3,3,15,15,15,15,0.2,100.5707,100.5296,1.0,0.6667,0.6667,295.3333,299,天火明命,expert,13,13.3,std,maimai,False,old
14500-14999,Retribution ～ Cycle of Redemption ～__dx__expert,3,3,3,3,15,15,15,15,0.2,100.4057,100.5012,1.0,0.6667,0.6667,288.3333,292,Retribution ～ Cycle of Redemption ～,expert,13,13.0,dx,ゲーム＆バラエティ,False,new
14500-14999,Altale__std__master,3,3,3,3,15,15,15,15,0.2,100.5207,100.4514,1.0,0.3333,0.3333,300.6667,308,Altale,master,13+,13.7,std,ゲーム＆バラエティ,False,old
14500-14999,終点__std__master,3,3,3,3,15,15,15,15,0.2,100.3686,100.3163,1.0,0.3333,0.3333,300.0,308,終点,master,13+,13.7,std,niconico＆ボーカロイド,False,old
14500-14999,ゆけむり魂温泉 II__dx__master,3,3,3,3,15,15,15,15,0.2,100.1001,100.0645,0.6667,0.3333,0.3333,297.3333,308,ゆけむり魂温泉 II,master,13+,13.6,dx,東方Project,False,old
14500-14999,まっすぐ→→→ストリーム！__dx__master,3,3,3,3,15,15,15,15,0.2,100.4121,100.4354,1.0,0.3333,0.3333,295.3333,303,まっすぐ→→→ストリーム！,master,13,13.5,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,どんぐりGAME__dx__master,3,3,3,3,15,15,15,15,0.2,100.0915,100.0194,0.6667,0.3333,0.3333,294.6667,306,どんぐりGAME,master,13+,13.6,dx,POPS＆アニメ,False,new
14500-14999,ヒトガタ__dx__master,3,3,3,3,15,15,15,15,0.2,100.3994,100.3376,1.0,0.3333,0.3333,293.6667,301,ヒトガタ,master,13,13.4,dx,POPS＆アニメ,False,old
14500-14999,CiRCLE CAMPAiGN__dx__master,3,3,3,3,15,15,15,15,0.2,100.0157,100.0322,0.6667,0.0,0.0,293.3333,296,CiRCLE CAMPAiGN,master,13+,13.7,dx,maimai,False,new
14500-14999,エータ・ベータ・イータ__dx__master,3,3,3,3,15,15,15,15,0.2,99.3454,99.1887,0.0,0.0,0.0,292.0,296,エータ・ベータ・イータ,master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,ヒバリ__dx__master,3,3,3,3,15,15,15,15,0.2,100.2179,100.2482,1.0,0.0,0.0,289.6667,290,ヒバリ,master,13,13.4,dx,POPS＆アニメ,False,old
14500-14999,Ref:rain (for 7th Heaven)__dx__master,3,3,3,3,15,15,15,15,0.2,99.2192,99.2438,0.0,0.0,0.0,288.3333,289,Ref:rain (for 7th Heaven),master,14,14.0,dx,maimai,False,new
14500-14999,うぇいびー__dx__remaster,3,3,3,3,15,15,15,15,0.2,99.6662,99.7207,0.0,0.0,0.0,287.6667,288,うぇいびー,remaster,13+,13.7,dx,POPS＆アニメ,False,new
14500-14999,Y.Y.Y.計画!!!!__dx__master,2,2,2,2,15,15,15,15,0.1333,100.6163,100.6163,1.0,1.0,1.0,299.0,299,Y.Y.Y.計画!!!!,master,13,13.3,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,フィクサー__std__master,2,2,2,2,15,15,15,15,0.1333,100.5498,100.5498,1.0,1.0,1.0,299.0,299,フィクサー,master,13,13.3,std,niconico＆ボーカロイド,False,old
14500-14999,DROPS feat. Such__dx__master,2,2,2,2,15,15,15,15,0.1333,100.7199,100.7199,1.0,1.0,1.0,297.0,297,DROPS feat. Such,master,13,13.2,dx,ゲーム＆バラエティ,False,old
14500-14999,Tell Your World__std__remaster,2,2,2,2,15,15,15,15,0.1333,100.6126,100.6126,1.0,1.0,1.0,297.0,297,Tell Your World,remaster,13,13.2,std,niconico＆ボーカロイド,False,old
14500-14999,マーシャル・マキシマイザー__dx__master,2,2,2,2,15,15,15,15,0.1333,100.5028,100.5028,1.0,1.0,1.0,297.0,297,マーシャル・マキシマイザー,master,13,13.2,dx,niconico＆ボーカロイド,False,old
14500-14999,ラブって♡ジュエリー♪えんじぇる☆ブレイク！！__std__master,2,2,2,2,15,15,15,15,0.1333,100.5963,100.5963,1.0,1.0,1.0,297.0,297,ラブって♡ジュエリー♪えんじぇる☆ブレイク！！,master,13,13.2,std,POPS＆アニメ,False,old
14500-14999,妄想感傷代償連盟__std__remaster,2,2,2,2,15,15,15,15,0.1333,100.6836,100.6836,1.0,1.0,1.0,297.0,297,妄想感傷代償連盟,remaster,13,13.2,std,niconico＆ボーカロイド,False,old
14500-14999,Garakuta Doll Play__std__expert,2,2,2,2,15,15,15,15,0.1333,100.6734,100.6734,1.0,1.0,1.0,294.0,294,Garakuta Doll Play,expert,13,13.1,std,maimai,False,old
14500-14999,Apollo__dx__expert,2,2,2,2,15,15,15,15,0.1333,100.6384,100.6384,1.0,1.0,1.0,292.0,292,Apollo,expert,13,13.0,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,GIGANTØMAKHIA__dx__expert,2,2,2,2,15,15,15,15,0.1333,100.604,100.604,1.0,1.0,1.0,292.0,292,GIGANTØMAKHIA,expert,13,13.0,dx,maimai,False,old
14500-14999,QUATTUORUX__dx__expert,2,2,2,2,15,15,15,15,0.1333,100.6536,100.6536,1.0,1.0,1.0,292.0,292,QUATTUORUX,expert,13,13.0,dx,ゲーム＆バラエティ,False,old
14500-14999,Shooting Shower～DANCE TIME(シンディ)～__dx__master,2,2,2,2,15,15,15,15,0.1333,100.673,100.673,1.0,1.0,1.0,292.0,292,Shooting Shower～DANCE TIME(シンディ)～,master,13,13.0,dx,ゲーム＆バラエティ,False,old
14500-14999,otorii INNOVATED -[i]3-__dx__expert,2,2,2,2,15,15,15,15,0.1333,100.6139,100.6139,1.0,1.0,1.0,292.0,292,otorii INNOVATED -[i]3-,expert,13,13.0,dx,オンゲキ＆CHUNITHM,False,old
14500-14999,Drivessover__dx__master,2,2,2,2,15,15,15,15,0.1333,100.4399,100.4399,1.0,0.5,0.5,300.0,306,Drivessover,master,13+,13.6,dx,オンゲキ＆CHUNITHM,False,new
14500-14999,系ぎて__dx__expert,2,2,2,2,15,15,15,15,0.1333,100.1013,100.1013,0.5,0.5,0.5,299.5,310,系ぎて,expert,13+,13.8,dx,maimai,False,old
14500-14999,患部で止まってすぐ溶ける～狂気の優曇華院__dx__master,2,2,2,2,15,15,15,15,0.1333,100.4495,100.4495,1.0,0.5,0.5,297.5,303,患部で止まってすぐ溶ける～狂気の優曇華院,master,13,13.5,dx,東方Project,False,old
14500-14999,ダーリンダンス__dx__remaster,2,2,2,2,15,15,15,15,0.1333,100.3394,100.3394,1.0,0.5,0.5,297.0,303,ダーリンダンス,remaster,13,13.5,dx,niconico＆ボーカロイド,False,old
14500-14999,Believe the Rainbow__std__master,2,2,2,2,15,15,15,15,0.1333,100.3773,100.3773,1.0,0.5,0.5,295.0,301,Believe the Rainbow,master,13,13.4,std,maimai,False,old
14500-14999,不思議の国のクリスマス__std__master,2,2,2,2,15,15,15,15,0.1333,100.2876,100.2876,1.0,0.5,0.5,293.0,299,不思議の国のクリスマス,master,13,13.3,std,東方Project,False,old
14500-14999,Hyper Active__std__expert,2,2,2,2,15,15,15,15,0.1333,100.3832,100.3832,1.0,0.5,0.5,291.0,297,Hyper Active,expert,13,13.2,std,maimai,False,old
14500-14999,"Help me, ERINNNNNN!!__dx__master",2,2,2,2,15,15,15,15,0.1333,100.2282,100.2282,0.5,0.5,0.5,289.5,299,"Help me, ERINNNNNN!!",master,13,13.3,dx,東方Project,False,new
14500-14999,有頂天ドリーマーズ__dx__master,2,2,2,2,15,15,15,15,0.1333,100.3898,100.3898,1.0,0.5,0.5,288.5,294,有頂天ドリーマーズ,master,13,13.1,dx,東方Project,False,new
14500-14999,チルノのパーフェクトさんすう教室__dx__master,2,2,2,2,15,15,15,15,0.1333,100.371,100.371,1.0,0.5,0.5,286.5,292,チルノのパーフェクトさんすう教室,master,13,13.0,dx,東方Project,False,new
14500-14999,偉大なる悪魔は実は大天使パトラちゃん様なのだ！__dx__master,2,2,2,2,15,15,15,15,0.1333,100.1069,100.1069,1.0,0.0,0.0,298.0,298,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,master,13+,13.8,dx,POPS＆アニメ,False,old
14500-14999,Arty Party__dx__master,2,2,2,2,15,15,15,15,0.1333,100.0769,100.0769,0.5,0.0,0.0,296.5,300,Arty Party,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
14500-14999,Fraq__dx__master,2,2,2,2,15,15,15,15,0.1333,100.3936,100.3936,1.0,0.0,0.0,296.5,297,Fraq,master,13+,13.7,dx,maimai,False,new
14500-14999,Last Samurai__dx__master,2,2,2,2,15,15,15,15,0.1333,99.9681,99.9681,0.5,0.0,0.0,296.0,300,Last Samurai,master,13+,13.9,dx,maimai,False,old
14500-14999,Lover's Trick__dx__master,2,2,2,2,15,15,15,15,0.1333,100.1556,100.1556,1.0,0.0,0.0,296.0,296,Lover's Trick,master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
14500-14999,MORNINGLOOM__dx__master,2,2,2,2,15,15,15,15,0.1333,100.2376,100.2376,1.0,0.0,0.0,296.0,296,MORNINGLOOM,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
14500-14999,トレジャーガーデン__dx__master,2,2,2,2,15,15,15,15,0.1333,99.9293,99.9293,0.5,0.0,0.0,294.0,298,トレジャーガーデン,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
